name,genres,duration,released_date,reviews,comments,language,rating,director,actor,investment,revenue
Knives Out,"Comedy, Drama, Crime, Mystery",2h 11m,11/29/2019 (VN),12,9,English,79,Rian Johnson,Daniel Craig,"$40,000,000.00","$309,232,797.00"
Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure, Fantasy, Action",2h 23m,07/09/2003 (US),1,3,English,77,Gore Verbinski,Johnny Depp,"$140,000,000.00","$655,011,224.00"
Twilight,"Fantasy, Drama, Romance",2h 2m,11/21/2008 (US),0,3,English,63,Catherine Hardwicke,Kristen Stewart,"$37,000,000.00","$393,616,788.00"
Transformers: The Last Knight,"Action, Adventure, Science Fiction, Fantasy",2h 34m,06/21/2017 (US),3,29,English,61,Michael Bay,Mark Wahlberg,"$217,000,000.00","$605,425,157.00"
Dragon Ball Z: The Tree of Might,"Action, Animation, Science Fiction",1h 1m,06/07/1990 (JP),0,0,Japanese,65,Daisuke Nishio,Masako Nozawa,-,-
The Matrix,"Action, Science Fiction",2h 16m,03/30/1999 (US),5,16,English,82,Lilly Wachowski,Keanu Reeves,"$63,000,000.00","$463,517,383.00"
Me Before You,"Drama, Romance",1h 50m,06/03/2016 (VN),1,3,English,79,Thea Sharrock,Emilia Clarke,"$20,000,000.00","$207,945,075.00"
Man of Steel,"Action, Adventure, Fantasy, Science Fiction",2h 23m,06/14/2013 (US),4,10,English,66,Zack Snyder,Henry Cavill,"$225,000,000.00","$754,045,518.00"
The Dark Knight Rises,"Action, Crime, Drama, Thriller",2h 45m,07/27/2012 (VN),8,22,English,78,Christopher Nolan,Christian Bale,"$250,000,000.00","$1,081,041,287.00"
Robin Hood,Adventure,2h 20m,05/14/2010 (US),1,2,English,64,Ridley Scott,Russell Crowe,"$200,000,000.00","$321,669,741.00"
Butchers,Horror,1h 33m,01/12/2021 (KR),0,0,English,48,Adrian Langley,Simon Phillips,-,-
The Purge: Election Year,"Action, Horror, Thriller",1h 45m,07/01/2016 (US),3,4,English,64,James DeMonaco,Elizabeth Mitchell,"$10,000,000.00","$118,587,880.00"
Dragon Ball Z: Bojack Unbound,"Action, Animation, Science Fiction",51m,07/10/1993 (JP),0,0,Japanese,70,Yoshihiro Ueda,Masako Nozawa,-,-
Wreck-It Ralph,"Family, Animation, Comedy, Adventure",1h 41m,11/02/2012 (US),3,12,English,73,Rich Moore,John C. Reilly,"$165,000,000.00","$471,222,889.00"
Upside-Down Magic,"Fantasy, Family, TV Movie",1h 36m,11/17/2020 (BR),0,1,English,74,Joe Nussbaum,Izabela Rose,-,-
Nobody Sleeps in the Woods Tonight,"Horror, Thriller",1h 42m,03/13/2020 (PL),1,0,Polish,50,Bartosz M. Kowalski,Julia Wieniawa-Narkiewicz,-,-
Dead Like Me: Life After Death,"Drama, Fantasy, Comedy",1h 27m,02/17/2009 (US),0,1,English,62,Stephen Herek,Ellen Muth,"$5,000,000.00",-
Tangled,"Animation, Family",1h 40m,11/24/2010 (US),4,11,English,76,Nathan Greno,Mandy Moore,"$260,000,000.00","$592,461,732.00"
The Intouchables,"Drama, Comedy",1h 53m,11/02/2011 (US),1,6,French,83,Éric Toledano,François Cluzet,"$13,000,000.00","$426,588,510.00"
Fall in Love at First Kiss,"Romance, Comedy",2h 3m,02/14/2019 (CN),0,0,Chinese,67,Frankie Chen,Darren Wang,-,-
Kung Fu Panda,"Action, Adventure, Animation, Family, Comedy",1h 30m,06/05/2008 (US),0,1,English,72,John Stevenson,Jack Black,"$130,000,000.00","$631,744,560.00"
Initiation,"Horror, Mystery",1h 36m,09/16/2021 (RU),0,0,English,62,John Berardo,Lindsay LaVanchy,-,-
Cars 2,"Animation, Family, Adventure, Comedy",1h 46m,06/16/2011 (US),2,2,English,60,John Lasseter,Owen Wilson,"$200,000,000.00","$559,852,396.00"
Three Steps Above Heaven,"Romance, Drama",2h 2m,12/20/2010 (US),0,2,Spanish; Castilian,78,Fernando González Molina,María Valverde,-,-
Garfield,"Animation, Comedy, Family",1h 20m,06/11/2004 (US),0,2,English,56,Peter Hewitt,Bill Murray,"$50,000,000.00","$200,804,534.00"
The Nun,"Horror, Mystery, Thriller",1h 36m,09/07/2018 (US),6,12,English,58,Corin Hardy,Demián Bichir,"$22,000,000.00","$365,550,119.00"
The House of Flowers: The Movie,Drama,1h 26m,06/23/2021 (US),0,0,Spanish; Castilian,82,Manolo Caro,Cecilia Suárez,-,-
Sugar Daddy,Drama,1h 40m,04/09/2021 (US),0,0,English,63,Wendy Morgan,Kelly McCormack,-,-
Godmothered,"Family, Fantasy, Comedy",1h 53m,12/04/2020 (US),2,0,English,70,Sharon Maguire,Jillian Bell,-,-
Bankrolled,Comedy,1h 37m,07/23/2021 (CA),0,0,Spanish; Castilian,66,Marcos Bucay,Ricardo Polanco,-,-
The Croods,"Animation, Adventure, Family, Fantasy, Comedy, Action",1h 38m,03/22/2013 (US),1,0,English,69,Chris Sanders,Nicolas Cage,"$135,000,000.00","$587,204,668.00"
Stop,,,06/09/2021 (ES),0,0,Spanish; Castilian,40,Stanley Sunday,Laura Antolín,-,-
The Expendables,"Thriller, Adventure, Action",1h 43m,08/27/2010 (VN),1,3,English,62,Sylvester Stallone,Sylvester Stallone,"$80,000,000.00","$274,470,394.00"
Titanic,"Drama, Romance",3h 14m,05/18/2012 (VN),1,63,English,79,James Cameron,Leonardo DiCaprio,"$200,000,000.00","$2,187,463,944.00"
VHS 94,"Horror, Thriller",1h 41m,10/06/2021 (US),0,1,English,58,Steven Kostanski,Anna Hopkins,-,-
Ice Age: Dawn of the Dinosaurs,"Animation, Comedy, Family, Adventure",1h 34m,07/01/2009 (US),0,5,English,67,Carlos Saldanha,Ray Romano,"$90,000,000.00","$886,686,817.00"
The Incredibles,"Action, Adventure, Animation, Family",1h 55m,11/05/2004 (US),1,3,English,77,Brad Bird,Craig T. Nelson,"$92,000,000.00","$631,442,092.00"
The A-Team,"Thriller, Action, Adventure, Comedy, Crime",1h 57m,06/11/2010 (US),2,1,English,64,Joe Carnahan,Liam Neeson,"$110,000,000.00","$177,238,796.00"
Stand by Me Doraemon,"Animation, Family, Science Fiction, Fantasy",1h 30m,12/31/2014 (US),1,2,Japanese,73,Ryuichi Yagi,Wasabi Mizuta,"$35,000,000.00","$83,061,158.00"
A un paso de mí,"Adventure, Comedy, Drama",,02/25/2021 (CR),0,0,Spanish; Castilian,71,José Mario Salas Barboza,Johanna Solano,-,-
Deep,"Science Fiction, Thriller",1h 41m,07/16/2021 (US),0,0,Thai,64,Adirek Wattaleela,Panisara Rikulsurakan,-,-
Hocus Pocus,"Comedy, Family, Fantasy",1h 36m,07/16/1993 (US),3,5,English,70,Kenny Ortega,Bette Midler,"$28,000,000.00","$39,514,713.00"
The Hobbit: The Desolation of Smaug,"Fantasy, Adventure, Action",2h 41m,12/13/2013 (US),5,12,English,76,Peter Jackson,Ian McKellen,"$250,000,000.00","$958,400,000.00"
Dragon Ball GT: A Hero's Legacy,"Animation, Family, Fantasy",45m,03/26/1997 (JP),0,0,Japanese,67,Osamu Kasai,Masako Nozawa,-,-
Benny Loves You,"Horror, Comedy",1h 34m,05/07/2021 (US),0,1,English,64,Karl Holt,Karl Holt,-,-
The Shack,"Drama, Fantasy",2h 12m,03/03/2017 (US),2,5,English,74,Stuart Hazeldine,Sam Worthington,"$20,000,000.00","$92,924,405.00"
Je suis Karl,Drama,2h 6m,09/16/2021 (DE),0,0,German,50,Christian Schwochow,Luna Wedler,-,-
Lockout,"Action, Thriller, Science Fiction",1h 35m,04/13/2012 (US),2,1,English,59,James Mather,Guy Pearce,"$20,000,000.00","$32,204,030.00"
Pirates of the Caribbean: Dead Man's Chest,"Adventure, Fantasy, Action",2h 31m,07/28/2006 (VN),0,1,English,73,Gore Verbinski,Johnny Depp,"$200,000,000.00","$1,065,659,812.00"
Pokémon the Movie: I Choose You!,"Family, Animation, Adventure, Fantasy",1h 38m,11/10/2017 (VN),0,0,Japanese,70,Kunihiko Yuyama,Rica Matsumoto,-,"$37,552,144.00"
Suicide Squad,"Action, Adventure, Fantasy",2h 3m,08/05/2016 (US),6,19,English,59,David Ayer,Will Smith,"$175,000,000.00","$746,846,894.00"
Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",1h 57m,06/16/2021 (US),4,0,English,70,Patrick Hughes,Ryan Reynolds,"$50,000,000.00","$69,212,098.00"
Dragon Ball Z: Super Android 13!,"Action, Animation, Science Fiction",46m,07/11/1992 (US),0,0,Japanese,67,Daisuke Nishio,Masako Nozawa,-,"$18,554,927.00"
Xico's Journey,"Animation, Family",1h 25m,11/12/2020 (MX),0,0,Spanish; Castilian,68,Eric Cabello,Pablo Gama Iturrarán,-,-
Toy Story 3,"Animation, Family, Comedy",1h 43m,06/17/2010 (US),5,8,English,78,Lee Unkrich,Tom Hanks,"$200,000,000.00","$1,066,969,703.00"
NARUTO to BORUTO The Live 2019,Documentary,2h 54m,05/05/2019 (JP),0,0,Japanese,68,,,-,-
Pirates of the Caribbean: At World's End,"Adventure, Fantasy, Action",2h 49m,05/19/2007 (US),0,0,English,72,Gore Verbinski,Johnny Depp,"$300,000,000.00","$961,000,000.00"
Sinister,"Horror, Thriller, Mystery",1h 50m,10/12/2012 (US),3,1,English,68,Scott Derrickson,Ethan Hawke,"$3,000,000.00","$82,515,113.00"
